형태소,품사,분류,카운트
가려,Verb,4,1
가려,Verb,5,2
가려고,Verb,3,1
가려고,Verb,4,2
가려고,Verb,5,2
가려고요,Verb,5,1
가려구요,Verb,5,1
가려니,Verb,4,1
가려다,Verb,5,1
가려다가,Verb,5,1
가려서,Verb,4,1
가려움,Noun,2,1
가로,Noun,3,1
가로,Noun,5,1
가루,Noun,3,1
가르면,Verb,5,1
가를,Verb,4,1
가리거나,Verb,5,1
가리긴,Verb,5,1
가리지,Verb,5,1
가림,Noun,4,1
가면,Noun,1,1
가면,Noun,3,2
가면,Noun,4,4
가면,Noun,5,12
가방,Noun,3,1
가방,Noun,5,2
가벼운,Adjective,3,1
가벼운,Adjective,5,3
가볍게,Adjective,3,1
가볍게,Adjective,4,2
가볍게,Adjective,5,3
가보,Noun,3,1
가보,Noun,5,1
가보고,Verb,4,1
가보고,Verb,5,5
가보고싶네요,Verb,3,1
가보고싶어요,Verb,5,1
가보고싶었는데,Verb,5,1
가보기엔,Verb,5,1
가보니,Verb,2,1
가보니,Verb,4,1
가보니,Verb,5,4
가보다하고,Verb,1,1
가보려구요,Verb,5,1
가보면,Verb,4,1
가보세요,Verb,5,2
가보아야겠다,Verb,5,1
가보았는데,Verb,2,1
가보았는데,Verb,4,1
가보았지만,Verb,5,1
가보자는,Verb,5,1
가보지,Verb,5,1
가보진,Verb,4,1
가보진,Verb,5,1
가본,Verb,1,1
가본,Verb,2,1
가본,Verb,4,1
가본,Verb,5,6
가볼,Verb,5,1
가볼게,Verb,5,1
가볼려,Verb,5,1
가볼만,Verb,3,1
가볼만,Verb,4,1
가봐서,Verb,5,2
가봤,Verb,2,1
가봤는데요,Verb,5,1
가봤던,Verb,5,1
가봤을,Verb,5,1
가봤지만,Verb,4,1
가봤지만,Verb,5,2
가서,Verb,1,3
가서,Verb,3,3
가서,Verb,4,3
가서,Verb,5,13
가성,Noun,1,3
가성,Noun,2,1
가성,Noun,3,11
가성,Noun,4,42
가성,Noun,5,73
가세,Noun,2,1
가세,Noun,3,1
가세,Noun,4,2
가세,Noun,5,2
가셨,Verb,3,1
가수,Noun,5,1
가스,Noun,1,1
가스,Noun,4,1
가슴,Noun,5,2
가습기,Noun,2,3
가습기,Noun,4,4
가습기,Noun,5,14
가시,Noun,3,1
가시,Noun,4,1
가시,Noun,5,3
가시거나,Verb,1,1
가시거든요,Verb,4,1
가시고,Verb,5,1
가시는,Verb,1,1
가시는,Verb,5,3
가시는걸,Verb,4,1
가시는게,Verb,1,2
가시면은,Verb,5,1
가신,Noun,1,2
가실,Verb,4,2
가실,Verb,5,1
가실수있어요,Verb,4,1
가심,Verb,3,1
가심,Verb,5,1
가야,Noun,1,1
가야,Noun,3,4
가야,Noun,4,1
가야,Noun,5,4
가야겠다,Verb,5,1
가야겠어요,Verb,5,3
가야되,Verb,1,1
가에,Verb,4,1
가에서,Verb,5,1
가요,Noun,1,1
가요,Noun,4,5
가요,Noun,5,11
가우,Noun,4,1
가운,Noun,1,1
가운,Noun,2,1
가운,Noun,3,1
가운,Noun,4,6
가운,Noun,5,3
가운데,Noun,2,3
가운데,Noun,4,1
가운데,Noun,5,4
가을,Noun,4,2
가을,Noun,5,6
가이드,Noun,5,3
가인데,Verb,4,1
가입,Noun,5,3
가있다,Verb,4,1
가자,Verb,5,3
가자고,Verb,5,2
가자마자,Verb,1,1
가장,Noun,1,2
가장,Noun,2,4
가장,Noun,3,4
가장,Noun,4,5
가장,Noun,5,49
가장자리,Noun,5,1
가전,Noun,5,1
가정식,Noun,5,1
가져,Verb,1,1
가져,Verb,2,1
가져,Verb,4,1
가져,Verb,5,1
가져가서,Verb,5,1
가져가시라고,Verb,5,1
가져간,Verb,1,1
가져다,Verb,2,1
가져다,Verb,4,1
가져다,Verb,5,6
가져다가,Verb,5,1
가져다주셔서,Verb,5,2
가져다주시고,Verb,5,2
가져다주시는,Verb,4,1
가져다주시는,Verb,5,1
가져다줘야하는지,Verb,3,1
가져온,Verb,5,1
가졌다가,Verb,3,1
가족,Noun,1,7
가족,Noun,2,4
가족,Noun,3,12
가족,Noun,4,78
가족,Noun,5,286
가족,Noun,8,1
가주신,Verb,5,1
가죽,Noun,4,1
가지,Noun,1,6
가지,Noun,2,2
가지,Noun,3,1
가지,Noun,4,10
가지,Noun,5,23
가지고있을,Verb,1,1
가지는,Verb,3,1
가지는,Verb,4,3
가지러,Verb,2,1
가지런하고,Adjective,5,1
가지런히,Adjective,1,1
가지런히,Adjective,5,2
가지만,Verb,5,1
가지말아야,Verb,4,1
가지못하는,Verb,5,1
가진,Verb,3,2
가진,Verb,4,4
가진,Verb,5,1
가짐,Noun,5,1
가짓수,Noun,3,1
가짓수,Noun,4,5
가짓수,Noun,5,4
가차,Noun,1,1
가치,Noun,1,1
가치,Noun,5,1
가타,Noun,1,1
가파르,Noun,4,1
가파른,Noun,5,1
각,Modifier,5,2
각,Noun,1,1
각,Noun,4,3
각,Noun,5,2
각각,Noun,1,1
각각,Noun,4,1
각각,Noun,5,2
각광,Noun,4,1
각도,Noun,5,1
각자,Noun,3,1
각자,Noun,5,5
각종,Noun,1,1
각종,Noun,4,3
각종,Noun,5,9
간,Foreign,1,1
간,Foreign,2,1
간,Foreign,3,1
간,Foreign,4,1
간,Foreign,5,5
간,Noun,1,2
간,Noun,2,1
간,Noun,3,2
간,Noun,4,1
간,Noun,5,9
간,Suffix,1,1
간,Suffix,2,1
간,Suffix,3,2
간,Suffix,4,2
간,Suffix,5,10
간거가,Verb,4,1
간거니까,Verb,5,1
간거라,Verb,5,1
간격,Noun,4,1
간격,Noun,5,4
간격으로,Foreign,5,2
간결하게,Adjective,5,1
간다,Noun,1,1
간다,Noun,4,1
간다,Noun,5,8
간단하게,Adjective,3,1
간단하게,Adjective,4,3
간단하게,Adjective,5,2
간단하며,Adjective,5,1
간단하지만,Adjective,5,1
간단한,Adjective,3,1
간단한,Adjective,4,2
간단한,Adjective,5,4
간단히,Adjective,3,1
간단히,Adjective,4,2
간단히,Adjective,5,4
간만,Noun,1,1
간만,Noun,5,5
간소,Noun,4,1
간식,Noun,3,2
간식,Noun,5,3
간신히,Adverb,1,1
간신히,Adverb,4,1
간었습니다,Verb,5,1
간의,Foreign,4,1
간의,Noun,1,1
간의,Noun,5,1
간이,Noun,3,2
간이,Noun,4,1
간이,Noun,5,3
간이용하는데,Foreign,1,1
간전,Noun,4,1
간전,Noun,5,1
간절한,Adjective,2,1
간접,Noun,5,1
간주,Noun,3,2
간지러,Adjective,2,1
간지러워서,Adjective,1,1
간판,Noun,2,1
간호사,Noun,5,1
간혹,Noun,1,1
간혹,Noun,2,1
간혹,Noun,5,3
갈,Verb,1,7
갈,Verb,2,2
갈,Verb,3,3
갈,Verb,4,23
갈,Verb,5,40
갈거,Verb,5,1
갈거라,Verb,1,1
갈거에요,Verb,1,1
갈것,Verb,1,1
갈게요,Verb,4,1
갈게요,Verb,5,4
갈곳도,Noun,5,1
갈까,Verb,5,1
갈꺼에요,Verb,5,1
갈께요,Verb,5,1
갈대,Noun,5,1
갈데,Verb,5,1
갈듯,Verb,1,1
갈듯,Verb,2,1
갈듯,Verb,3,1
갈려면,Verb,1,1
갈만,Verb,4,2
갈만,Verb,5,3
갈비,Noun,4,1
갈비,Noun,5,1
갈색,Noun,1,1
갈색,Noun,2,1
갈수,Noun,4,4
갈수,Noun,5,7
갈수있어요,Verb,5,1
갈아입는,Verb,1,1
갈아입는,Verb,3,1
갈아입을,Verb,1,1
갈아타야하고,Verb,1,1
갈치,Noun,3,1
갈치,Noun,4,2
갈치,Noun,5,2
감,Noun,1,3
감,Noun,4,5
감,Noun,5,7
감귤,Noun,5,6
감기,Noun,2,1
감기,Noun,3,2
감기,Noun,5,3
감도,Verb,5,3
감독,Noun,5,1
감돌고,Verb,2,1
감동,Noun,1,1
감동,Noun,3,1
감동,Noun,4,4
감동,Noun,5,55
감명,Noun,5,4
감사,Noun,1,1
감사,Noun,5,26
감사하게,Verb,5,1
감사하게도,Verb,5,2
감사하고,Verb,5,4
감사하다고,Verb,4,1
감사하다고,Verb,5,1
감사한,Verb,1,1
감사한,Verb,5,1
감사함을,Verb,5,1
감사합니다,Verb,3,3
감사합니다,Verb,4,5
감사합니다,Verb,5,59
감사합니당,Verb,5,1
감사해요,Verb,4,2
감사해요,Verb,5,7
감사해용,Verb,4,1
감사해용,Verb,5,1
감사했고,Verb,5,2
감사했구요,Verb,5,3
감사했습니다,Verb,5,30
감사했어여,Verb,5,1
감사했어요,Verb,5,8
감사히,Adverb,4,1
감사히,Adverb,5,1
감상,Noun,1,1
감상,Noun,5,5
감색,Noun,1,1
감성,Noun,5,1
감시,Noun,5,1
감싸고,Verb,5,1
감싸안아주는,Verb,4,1
감싸져서,Verb,4,1
감안,Noun,3,1
감안,Noun,4,3
감안,Noun,5,3
감은,Verb,4,1
감은,Verb,5,3
감음,Verb,3,1
감점,Noun,4,1
감정,Noun,2,2
감정,Noun,5,1
감지,Noun,4,1
감추지,Verb,5,1
감출수가,Verb,5,1
감탄,Noun,3,1
감탄,Noun,5,7
감흥,Noun,5,1
감히,Noun,4,1
감히,Noun,5,1
갑,Noun,4,2
갑,Noun,5,4
갑갑한,Adjective,5,1
갑니다,Verb,1,2
갑니다,Verb,2,1
갑니다,Verb,3,1
갑니다,Verb,4,17
갑니다,Verb,5,110
갑니당,Verb,5,3
갑이네요,Verb,5,1
갑임,Noun,5,1
갑자기,Noun,4,1
갑자기,Noun,5,3
갑작스런,Adjective,3,1
갑작스레,Noun,5,1
갑질,Verb,4,1
값,Noun,3,1
값,Noun,4,3
값,Noun,5,2
값어치,Noun,3,1
값어치,Noun,4,2
갓,Modifier,5,1
갔고,Verb,5,1
갔냐고,Verb,1,1
갔는데,Verb,1,3
갔는데,Verb,2,1
갔는데,Verb,3,1
갔는데,Verb,4,11
갔는데,Verb,5,15
갔는지,Verb,2,1
갔다,Verb,1,3
갔다,Verb,3,1
갔다,Verb,4,3
갔다,Verb,5,5
갔다가,Verb,1,1
갔다가,Verb,5,2
갔다오고,Verb,4,1
갔다오기,Verb,5,1
갔다줘가지고,Verb,1,1
갔다하기,Verb,4,1
갔답니다,Verb,4,1
갔더니,Verb,1,1
갔더니,Verb,2,1
갔던,Verb,3,1
갔던,Verb,4,1
갔던,Verb,5,6
갔던게,Verb,2,1
갔습니다,Verb,1,2
갔습니다,Verb,4,3
갔습니다,Verb,5,6
갔어,Verb,4,1
갔어요,Verb,5,3
갔었는데,Verb,5,3
갔었지만,Verb,5,1
갔으나,Verb,3,1
갔으면,Verb,4,1
갔으면,Verb,5,1
갔을,Verb,2,3
갔을,Verb,3,3
갔을,Verb,4,3
갔을,Verb,5,7
갔지만,Verb,4,1
갔지만,Verb,5,1
강,Noun,4,3
강,Noun,5,22
강력,Noun,5,6
강력하게,Adjective,5,1
강력히,Adjective,1,1
강력히,Adjective,4,1
강력히,Adjective,5,3
강아지,Noun,1,2
강아지,Noun,4,1
강압,Noun,1,1
강점,Noun,3,1
강점,Noun,5,1
강정,Noun,5,1
강제,Noun,2,2
강추,Noun,4,4
강추,Noun,5,37
강츄입니,Noun,5,1
강하게,Adjective,1,1
강하게,Adjective,5,2
강하고,Adjective,5,2
강한,Adjective,3,1
강한,Adjective,4,1
강함,Adjective,5,1
강해,Adjective,1,1
강해서,Adjective,5,1
강했습니다,Adjective,1,1
갖게,Verb,5,1
갖고,Verb,1,1
갖고,Verb,2,1
갖고,Verb,4,2
갖고,Verb,5,1
갖고오셔서,Verb,1,1
갖다,Verb,4,1
갖다,Verb,5,1
갖다주셨어요,Verb,4,1
갖도록,Verb,5,1
갖추고,Verb,3,1
갖추고,Verb,5,5
갖추고있어서,Verb,5,1
갖추기,Verb,5,1
갖추면서도,Verb,4,1
갖추어,Verb,5,1
갖추어져,Verb,4,2
갖추어져,Verb,5,1
갖추어져있어,Verb,5,1
갖추어져있어야,Verb,2,1
갖추어진,Verb,4,1
갖추었으나,Verb,3,1
갖춘,Verb,4,1
갖춘,Verb,5,3
갖출것만,Verb,4,1
갖춰,Verb,4,1
갖춰서,Verb,5,2
갖춰있었다면,Verb,5,1
갖춰져,Verb,4,2
갖춰져,Verb,5,4
갖춰져있고,Verb,3,1
갖춰져있고,Verb,5,1
갖춰져있는,Verb,5,1
갖춰져있어서,Verb,5,2
갖췄고,Verb,5,1
같,Adjective,2,1
같,Adjective,3,3
같,Adjective,4,2
같,Adjective,5,1
같고,Adjective,1,2
같고,Adjective,3,1
같고,Adjective,5,6
같고요,Adjective,3,1
같고요,Adjective,5,3
같구,Adjective,4,1
같구요,Adjective,5,1
같네요,Adjective,1,4
같네요,Adjective,2,1
같네요,Adjective,3,1
같네요,Adjective,4,7
같네요,Adjective,5,22
같다,Adjective,2,1
같다,Adjective,3,1
같다,Adjective,4,4
같다,Adjective,5,11
같다라는,Adjective,4,1
같다며,Adjective,4,1
같더군요,Adjective,1,1
같더라고요,Adjective,5,1
같더라구요,Adjective,4,2
같더라구요,Adjective,5,1
같던데,Adjective,5,1
같습니다,Adjective,1,9
같습니다,Adjective,2,2
같습니다,Adjective,3,4
같습니다,Adjective,4,14
같습니다,Adjective,5,45
같아,Adjective,2,1
같아,Adjective,3,2
같아,Adjective,4,5
같아,Adjective,5,9
같아도,Adjective,1,1
같아서,Adjective,1,2
같아서,Adjective,2,1
같아서,Adjective,3,1
같아서,Adjective,4,4
같아서,Adjective,5,9
같아여,Adjective,5,2
같아오,Adjective,5,1
같아요,Adjective,1,2
같아요,Adjective,2,1
같아요,Adjective,3,4
같아요,Adjective,4,33
같아요,Adjective,5,112
같아용,Adjective,4,1
같아용,Adjective,5,1
같았고요,Adjective,1,1
같았구요,Adjective,4,1
같았는데,Adjective,5,2
같았습니다,Adjective,1,2
같았습니다,Adjective,5,3
같았어요,Adjective,2,1
같았어요,Adjective,3,1
같았어요,Adjective,4,1
같았어요,Adjective,5,4
같았음,Adjective,1,1
같았음,Adjective,3,1
같았음,Adjective,5,2
같았지만,Adjective,5,1
같에요,Adjective,1,1
같요,Adjective,5,1
같으나,Adjective,4,2
같으나,Adjective,5,1
같은,Adjective,1,11
같은,Adjective,2,6
같은,Adjective,3,6
같은,Adjective,4,17
같은,Adjective,5,29
같은거,Adjective,5,1
같은거만,Adjective,4,1
같은거에,Adjective,2,1
같은것도,Adjective,5,2
같은것은,Adjective,5,1
같은게,Adjective,1,1
같은게,Adjective,3,1
같은게,Adjective,4,3
같은게,Adjective,5,2
같은데,Adjective,1,1
같은데,Adjective,2,2
같은데,Adjective,3,1
같은데,Adjective,4,5
같은데,Adjective,5,2
같은데도,Adjective,3,1
같은데서,Adjective,5,1
같음,Adjective,3,3
같음,Adjective,5,2
같이,Adverb,1,1
같이,Adverb,2,3
같이,Adverb,3,1
같이,Adverb,4,5
같이,Adverb,5,41
같이,Josa,4,2
같이,Josa,5,4
같지,Adjective,4,1
같지는,Adjective,2,1
같지도,Adjective,5,1
같지만,Adjective,3,2
같지만,Adjective,4,1
같진,Adjective,3,1
개,Noun,1,11
개,Noun,2,4
개,Noun,3,13
개,Noun,4,19
개,Noun,5,36
개,Suffix,5,4
개관,Noun,4,1
개관,Noun,5,3
개국,Noun,5,1
개냐,Verb,1,1
개무시,Noun,1,1
개발,Noun,4,1
개방,Noun,4,1
개방,Noun,5,4
개별,Noun,3,1
개별,Noun,4,1
개봉,Noun,4,1
개선,Noun,1,1
개선,Noun,2,2
개선,Noun,3,1
개선,Noun,4,10
개선,Noun,5,1
개설,Noun,1,1
개수대,Noun,4,1
개수대,Noun,5,1
개였고,Verb,3,1
개월,Noun,1,1
개월,Noun,4,4
개월,Noun,5,21
개월딸,Noun,5,1
개인,Noun,1,3
개인,Noun,2,3
개인,Noun,3,4
개인,Noun,4,8
개인,Noun,5,17
개있고,Verb,5,1
개있는,Verb,3,1
개있었습니다,Verb,3,1
개장,Noun,4,1
개장,Noun,5,9
개정,Noun,4,1
개취,Noun,4,1
개판,Noun,1,1
객,Noun,1,8
객,Noun,2,3
객,Noun,3,5
객,Noun,4,18
객,Noun,5,35
객수,Noun,4,1
객실,Noun,1,59
객실,Noun,2,36
객실,Noun,3,53
객실,Noun,4,114
객실,Noun,5,280
객실,Noun,8,1
갠,Noun,4,2
갤러리,Noun,3,1
갯벌,Noun,4,1
갯수,Noun,3,1
갯수,Noun,5,1
갰습니다,Verb,5,1
갹실,Noun,5,1
걍,Adverb,1,3
걍,Adverb,3,1
걍,Adverb,5,2
거,Noun,1,5
거,Noun,2,2
거,Noun,3,8
거,Noun,4,14
거,Noun,5,34
거기,Noun,1,1
거기,Noun,3,2
거기,Noun,4,3
거기,Noun,5,17
거꾸로,Noun,4,1
거나,Noun,1,1
거나,Noun,2,2
거나,Noun,3,3
거나,Noun,5,2
거닐었는데,Verb,5,1
거대한,Adjective,4,1
거대한,Adjective,5,2
거도,Noun,5,1
거든요,Verb,5,1
거듭,Noun,5,1
거려,Noun,5,1
거론,Noun,5,1
거르세,Noun,4,1
거리,Foreign,5,3
거리,Noun,1,2
거리,Noun,2,3
거리,Noun,3,16
거리,Noun,4,39
거리,Noun,5,119
거리라,Foreign,5,1
거리에,Foreign,3,1
거리에,Foreign,4,2
거리에,Foreign,5,2
거리인,Foreign,5,1
거림,Noun,1,1
거뭇,Noun,2,1
거뭇거뭇,Noun,4,1
거미,Noun,1,1
거미줄,Noun,1,1
거부,Noun,2,1
거부,Noun,4,2
거부,Noun,5,1
거슬려,Verb,5,1
거슬렸습니다,Verb,1,2
거슬리는,Verb,4,2
거슬리지는,Verb,4,1
거실,Noun,1,1
거실,Noun,4,1
거실,Noun,5,5
거여,Noun,4,1
거울,Noun,1,2
거울,Noun,4,2
거울,Noun,5,2
거의,Noun,2,2
거의,Noun,3,2
거의,Noun,4,9
거의,Noun,5,11
거절,Noun,1,1
거절,Noun,2,2
거절,Noun,3,1
거지,Noun,1,1
거짓말,Noun,5,1
거참,Noun,1,1
거쳐,Verb,5,2
거쳐서,Verb,3,1
거칠지,Verb,3,1
걱정,Noun,1,2
걱정,Noun,3,1
걱정,Noun,4,7
걱정,Noun,5,44
걱정스러운,Adjective,5,1
건,Noun,1,1
건,Noun,2,4
건,Noun,3,4
건,Noun,4,5
건,Noun,5,22
건가,Noun,1,1
건가,Noun,2,1
건강,Noun,2,1
건강,Noun,4,3
건강,Noun,5,10
건강하세요,Adjective,5,1
건강하지,Adjective,3,1
건강해지는,Adjective,5,1
건강해질,Adjective,5,1
건너,Noun,4,1
건너,Noun,5,1
건너면,Verb,4,1
건너편,Noun,3,1
건너편,Noun,4,2
건너편,Noun,5,1
건네,Verb,5,1
건네시니,Verb,5,1
건네신는,Verb,5,1
건데,Noun,3,1
건데,Noun,4,1
건데,Noun,5,2
건물,Noun,1,2
건물,Noun,2,4
건물,Noun,3,10
건물,Noun,4,16
건물,Noun,5,44
건승,Noun,5,1
건아,Noun,3,1
건의,Noun,5,1
건장한,Adjective,4,1
건조,Noun,5,1
건조기,Noun,5,1
건조대,Noun,5,3
건조하고,Adjective,3,1
건조하다니까,Adjective,1,1
건조하지,Adjective,5,1
건조한,Adjective,3,1
건조한,Adjective,4,1
건조할,Adjective,5,1
건조할수,Adjective,5,1
건조합니다,Adjective,3,1
건조해서,Adjective,5,1
건조했어요,Adjective,4,1
건조했어요,Adjective,5,2
건지,Verb,1,13
건지,Verb,2,4
건지,Verb,3,2
건지,Verb,4,1
건지,Verb,5,1
건지는,Verb,1,1
건축가,Noun,4,1
건축학개론,Noun,4,1
걷고,Verb,3,1
걷기,Noun,3,1
걷기,Noun,4,2
걷기,Noun,5,3
걷는,Verb,4,1
걷는,Verb,5,3
걷는것도,Verb,5,1
걷다,Verb,4,1
걷다,Verb,5,1
걷어내고,Verb,4,1
걷지를,Verb,3,1
걸,Noun,1,2
걸,Noun,2,2
걸,Noun,3,5
걸,Noun,4,11
걸,Noun,5,9
걸고,Verb,1,1
걸려서,Verb,3,1
걸려요,Verb,5,3
걸렸고,Verb,2,1
걸렸고,Verb,4,1
걸렸고요,Verb,1,1
걸렸네요,Verb,2,1
걸렸네요,Verb,3,1
걸렸네요,Verb,5,1
걸렸습니다,Verb,4,1
걸렸습니다,Verb,5,1
걸렸어요,Verb,4,2
걸리겠지만,Verb,5,1
걸리고,Verb,3,1
걸리고,Verb,4,1
걸리는,Verb,3,1
걸리는,Verb,5,3
걸리니까,Verb,4,1
걸린,Verb,2,1
걸림,Verb,5,1
걸립니다,Verb,5,3
걸어,Verb,1,1
걸어,Verb,2,1
걸어,Verb,4,4
걸어,Verb,5,4
걸어가고,Verb,5,1
걸어가기,Verb,3,1
걸어가기에는,Verb,5,1
걸어가는,Verb,3,1
걸어가는,Verb,5,1
걸어가면,Verb,3,1
걸어가면,Verb,5,2
걸어가서,Verb,4,1
걸어가서,Verb,5,1
걸어가야,Verb,1,1
걸어가야,Verb,3,1
걸어가야하나,Verb,1,1
걸어갈,Verb,3,1
걸어갈만,Verb,4,1
걸어갈수도,Verb,5,1
걸어갔다,Verb,4,1
걸어갔다가,Verb,5,1
걸어놓고,Verb,5,1
걸어놓았구나,Verb,1,1
걸어다니기,Verb,5,3
걸어다니기에,Verb,5,1
걸어다니는데,Verb,5,1
걸어다니면서,Verb,5,1
걸어서,Verb,1,1
걸어서,Verb,3,2
걸어서,Verb,4,11
걸어서,Verb,5,24
걸어서도,Verb,5,1
걸어야,Verb,5,1
걸어오는,Verb,5,1
걸어와,Verb,5,1
걸어와야,Verb,5,1
걸어왔는데,Verb,4,1
걸어왔어요,Verb,5,1
걸어주셔서,Verb,5,1
걸으면,Verb,3,3
걸으면,Verb,5,2
걸을수있는,Verb,5,1
걸음,Noun,5,1
검사,Noun,1,1
검사,Noun,4,1
검사,Noun,5,1
검색,Noun,1,3
검색,Noun,2,1
검색,Noun,4,4
검색,Noun,5,13
검샥,Noun,4,1
겁,Noun,1,2
겁,Noun,2,2
겁나,Verb,1,2
겁나,Verb,5,2
겁니다,Verb,1,3
겁니다,Verb,2,2
겁니다,Verb,4,1
겁니다,Verb,5,4
겁니당,Verb,5,1
것,Noun,1,61
것,Noun,2,19
것,Noun,3,39
것,Noun,4,99
것,Noun,5,229
겄,Noun,5,1
겉보기,Noun,2,1
게,Josa,1,10
게,Josa,2,2
게,Josa,3,1
게,Josa,4,14
게,Josa,5,44
게,Noun,1,3
게,Noun,3,4
게,Noun,4,8
게,Noun,5,16
게다,Noun,5,1
게다가,Noun,2,3
게다가,Noun,3,1
게다가,Noun,4,1
게다가,Noun,5,7
게더,Noun,4,1
게살,Noun,5,1
게스트,Noun,3,1
게스트,Noun,4,1
게스트,Noun,5,1
게스트하우스,Noun,1,2
게스트하우스,Noun,5,4
게임,Noun,4,1
게임,Noun,5,9
게재,Noun,1,1
겍,Noun,4,1
겐찮은듯,Noun,5,1
겟,Noun,4,1
겠는데,Verb,4,1
겠어요,Verb,5,2
겨냥,Noun,3,1
겨우,Noun,1,1
겨우,Noun,2,1
겨우,Noun,4,2
겨우,Noun,5,2
겨울,Noun,2,3
겨울,Noun,4,24
겨울,Noun,5,39
겨울방학,Noun,5,1
겨울철,Noun,1,2
겨울철,Noun,3,1
겨울철,Noun,4,1
겨울철,Noun,5,1
겨주시며,Verb,5,1
격,Noun,4,1
격,Noun,5,1
격발,Noun,1,1
격하,Noun,5,1
겪어야,Verb,2,1
겪었던,Verb,1,1
겪은,Verb,1,1
겪은,Verb,4,1
견딜만,Verb,4,1
견주어,Noun,5,1
결과,Noun,3,1
결과,Noun,5,2
결국,Adverb,1,3
결국,Adverb,2,2
결국,Adverb,3,1
결국,Adverb,5,1
결론,Noun,1,1
결론,Noun,2,3
결론,Noun,5,2
결여,Noun,1,1
결재,Noun,5,1
결정,Noun,1,4
결정,Noun,2,2
결정,Noun,4,3
결정,Noun,5,10
결제,Noun,2,1
결제,Noun,4,1
결제,Noun,5,2
결함,Noun,4,1
결혼,Noun,4,2
결혼,Noun,5,8
결혼기념일,Noun,5,7
결혼식,Noun,5,1
겸,Noun,3,2
겸,Noun,4,1
겸,Noun,5,13
겸비,Noun,5,1
겸사겸사,Noun,5,3
겹,Noun,1,1
겹,Noun,5,1
겹살,Noun,1,1
경,Foreign,1,1
경,Foreign,4,1
경,Foreign,5,1
경,Modifier,1,2
경,Modifier,2,1
경,Modifier,5,4
경,Noun,5,2
경관,Noun,1,1
경관,Noun,3,1
경관,Noun,4,5
경관,Noun,5,7
경기도,Noun,5,1
경기장,Noun,4,1
경도,Noun,5,1
경로,Noun,4,2
경매,Noun,4,1
경보,Noun,1,3
경보,Noun,2,1
경보,Noun,5,1
경비,Noun,5,1
경사,Noun,5,1
경에,Foreign,1,1
경영,Noun,3,1
경영학,Noun,1,1
경영학,Noun,4,1
경우,Noun,1,4
경우,Noun,3,5
경우,Noun,4,6
경우,Noun,5,15
경쟁,Noun,5,1
경쟁력,Noun,1,1
경쟁력,Noun,4,1
경쟁력,Noun,5,1
경차,Noun,5,1
경찰,Noun,1,2
경치,Noun,3,1
경치,Noun,4,2
경치,Noun,5,15
경쾌한,Adjective,5,1
경향,Noun,4,1
경험,Noun,1,4
경험,Noun,2,4
경험,Noun,3,2
경험,Noun,4,5
경험,Noun,5,19
경험,Noun,8,2
계,Noun,5,1
계,Suffix,5,2
계곡,Noun,4,3
계기,Noun,5,2
계단,Noun,2,1
계단,Noun,3,1
계단,Noun,4,8
계단,Noun,5,5
계란,Noun,5,2
계란후라이,Noun,1,1
계산,Noun,5,1
계산서,Noun,2,1
계셔도,Adjective,5,1
계셔서,Adjective,2,1
계셔서,Adjective,5,2
계셨고,Adjective,5,1
계셨는지,Adjective,5,1
계셨던,Adjective,4,1
계셨던,Adjective,5,1
계셨습니다,Adjective,5,2
계셨어요,Adjective,5,1
계속,Noun,1,11
계속,Noun,2,6
계속,Noun,3,3
계속,Noun,4,7
계속,Noun,5,18
계시,Noun,4,1
계시긴,Adjective,5,1
계시는,Adjective,5,2
계시니,Adjective,5,1
계시던,Adjective,5,1
계신,Adjective,2,1
계신,Adjective,5,6
계신가요,Adjective,5,1
계심,Noun,1,1
계약,Noun,3,1
계절,Noun,4,1
계절,Noun,5,3
계층,Noun,4,1
계획,Noun,1,1
계획,Noun,3,2
계획,Noun,4,4
계획,Noun,5,28
고,Josa,1,32
고,Josa,2,15
고,Josa,3,18
고,Josa,4,51
고,Josa,5,177
고,Modifier,1,1
고,Modifier,2,1
고,Modifier,4,1
고,Modifier,5,4
고,Noun,1,1
고,Noun,2,4
고,Noun,4,2
고,Noun,5,3
고가,Noun,5,1
고개,Noun,2,1
고객,Noun,1,20
고객,Noun,2,9
고객,Noun,3,4
고객,Noun,4,5
고객,Noun,5,15
고객감동,Noun,2,1
고고,Noun,5,1
고고씽,Noun,5,1
고급,Noun,4,6
고급,Noun,5,5
고급스러,Adjective,5,1
고급스러운,Adjective,5,5
고급스러워서,Adjective,5,1
고급스러웠고,Adjective,5,1
고급스런,Adjective,4,1
고급스런,Adjective,5,3
고급스럽고,Adjective,5,5
고급스럽습니다,Adjective,5,1
고기,Noun,1,3
고기,Noun,3,1
고기,Noun,4,3
고기,Noun,5,3
고기국수,Noun,5,4
고깃집,Noun,1,1
고깃집,Noun,4,1
고깃집,Noun,5,1
고도,Noun,5,1
고등,Noun,3,1
고등,Noun,4,1
고려,Noun,2,1
고려,Noun,3,3
고려,Noun,4,4
고려,Noun,5,5
고르,Verb,4,1
고르고,Verb,4,1
고르는,Verb,5,1
고르는데,Verb,5,1
고르다,Verb,4,1
고른,Verb,4,2
고른,Verb,5,2
고를,Verb,5,1
고를까,Verb,5,1
고를수,Verb,5,1
고리,Noun,1,1
고마움,Noun,3,1
고마워서,Adjective,5,1
고마워요,Adjective,5,1
고마웠고,Adjective,5,2
