no,nickname,text,score,like,time,hotel,grade,stay
51,가은쭌파파,요즘 제주도에 예쁜 숙소가 너무 많은데 롯데호텔 좋다는 말만 많이듯다가... 얼마나 좋을까? 생각하다가 급 투숙결정.. 속전속결 하는성격에 바로 예약했다... 들어가는 입구에서부터 뭔가 웅장하고 약간 거대한 궁전으로들어가는듯한 모습에.. 첫 기분이 좋았다^^ 아니나 다를까 캐리어들어가니 도어맨이 짐 들어주겠다고 따라들어오셨다.. 스스로할수있기에 괜찮다하자 체크인하시냐고 바로 체크인하는곳으로 안내해주시고 직원응대가 아주 잘 되어있었다^^ 원래 여행가며.. 첫 만나는분.. 도어맨이나 직원들분 인상이 매우 중요하게 생각하는 나로써는 아주 기분좋은 스타트를 하게됐다^^ 룸컨디션은 관리가 잘 되어있어 나쁘지 않았고 침대도 침구류도 마음에 들었고 에머너티도 몰튼 브라운.. 방에서 풍차도보이고 경치가 아주 좋았다.. 날씨도 한몫했다^^ 해온풀에서 밤하늘보고 라이브공연을 즐기면서 그동안 피곤했던 일들이 씻겨가는듯했다. 꿀잠자고 조식시간이 10시반까지라 여유롭다생각했는데 사람들이 많아서 깜짝놀랐다.. 그래도 조용한 자리로 안내해주셔서 좋았다.. 조식종류도 다양해서 3대가 와도 좋을듯했다... 체크아웃하고 체크인때 못본 루이뷔통도 가보고... 아무튼 이번 여행은 첫단추부터 좋아서 너무 즐거운 여행이였다... 담 휴가때 또 오게되면 롯데호텔로 예약해야겠다^^,5,0,2020.03,롯데 호텔 제주,5,2019.12
52,chaepong,너무너무 친절한 직원들과 맛있는 조식 최고!! 따뜻한 야외수영장에서 행복했습니당ㅎ 무었보다 객실에서 보는 야경이 최고 신라호텔보다 훨씬 즐길거리 볼거리가 많아요.다음에 꼭 다시 방문할래요!,5,0,2020.03,롯데 호텔 제주,5,2020.03
53,양순선,직원분들 친절하고? 부대시설도 너무좋았어요?전망 마저 아침 저녁 느낌 최고였어요?잘쉬었다갑니다? 역쉬?5성급호텔답네요?,5,1,2020.03,롯데 호텔 제주,5,2020.02
54,정저아,정말최고였어요 가족들과 쉬쉬하며 조용히떠난 여행 오리엔탈호텔 예약하고 숨쉬기힘들어 클린서비스받아도 못잘거같아 환불받지못하고 걍나옴 다음날 롯데시티호테 확인후 체크인하러갔는데 완전 저렴 서비스짱 호텔직원들 모두 매우만족 방키도 문닫힘으로 3개까지 재발급,5,0,2020.03,롯데 호텔 제주,5,2020.03
55,진해란,처음롯데호텔을방문했는데서비스와직원들의친절함에큰감동을느꼈어요~~그리고거기물맛도좋습니다~~제가5성급호텔을처음경험해서너무행복했습니다~~^^,5,1,2020.03,롯데 호텔 제주,5,2020.02
56,lucy,친절함은 기본이고 편리하고 아이들과 함께할수있는 최고의 시설들 (볼링을 처음해보는 꼬맹이도 자신감 뿜뿜~ㅋ) 거기에 아름다운 경치와 야경은 보너스 모든게 완벽하다~^^,5,1,2020.02,롯데 호텔 제주,5,2020.01
57,Carly,조카 방학이라 엄마랑 함께 여행. 그런데 비가 와서 좀 불편했지만 호텔방에서 바라 본 야경이 운치있고 좋았어요~ 직원들도 너무 친절하고 투숙하면 발렛도 해줘서 너무 좋더라구요.,5,1,2020.02,롯데 호텔 제주,5,2020.02
58,Seonyi M,"가든뷰 객실에서 2박 머물렀습니다. 모든 시설은 완벽하였고 해온풀장은 아이에게 더 없이 좋은 곳이였습니다. 그리고 해온에서 7시부터하는 공연은 아이에게 최고의 경험이였습니다. 아이는 이틀내내 물속에서 해온 콘서트를 즐겼고^^ 저희 부부도 그리고 할머니 할아버지도 해온에서 식사를 즐길수있었습니다. 해온 풀장으로 롯데 호텔 강력 추천드립니다. 다른 시설이 없어도 해온 풀장 하나만 있어도 좋은데 키즈카페, 볼링장까지 매일매일 즐거웠습니다",5,0,2020.02,롯데 호텔 제주,5,2020.01
59,박진숙,꿈에도 그리던 롯데호텔을 이용하게 될줄이야! .... 산책로로 이어진 바다가 멋있었고 그런 바다와 맞 닿은 하늘은 경이롭기까지 했다 살면서 이런 기회가 또 있을까 싶어서 맘껏 즐겨습니다 직원들의 친절과 수려한 용모또한 좋았습니다 멋진 객실의 침구도 충분한 숙면에 크게 한몫했네요 호텔에서 지냈던 모든 순간 모든 시간을 보물처럼 소중하게 안고 떠납니다 좋은 추억 만들게 해주셔서 감사합니다,5,1,2020.01,롯데 호텔 제주,5,2020.01
60,KevinYejun,초겨울인데도 야외에서 물놀이를 할 수 있어 좋았어요. 해온에서 안 나오려고 해서 한참 놀았네요. 풀사이드에서 시켜먹은 떡볶이도 맛났구요,5,12,2020.01,롯데 호텔 제주,5,2019.11
61,M G Choi,"여러 호텔중 고민하다가 롯데 호텔을 선택하였는데 역시 훌륭했습니다. 프론트 직원분이 친절하고 일처리도 아주 빠르시더라구요. 체크인 할때부터 아 잘 선택했다는 느낌이 들더군요. 뷰가 환상적이고, 조식 또한 아주 훌륭합니다. 아침식사 후 주변에 해변 산책로를 거니는게 참 좋았습니다. 뭐 중문에 위치했으니 위치 좋은건 말할것도 없구요. 제주도 여행시에는 꼭 다시 이용해야겠습니다",5,2,2020.01,롯데 호텔 제주,5,2019.12
62,허성은,프론트직원분들 항상 친절하시고 방 뷰도 너무 예뻐요~! 침대도 편했고 깨끗했어요 수영장은 말할것도 없습니당 친구들과 좋은추억 보내고 왔습니다 다음에도 롯데호텔 갈꺼에요!,5,0,2019.12,롯데 호텔 제주,5,2019.11
63,제주도민,투숙중인 제주도민인데 어디로 나갈 여유가 없어서 호캉스보내러왔어요ㅎㅎ직원들이 너무 친절해요 프런트직원들 대기가 많은데도 미소를잃지않고 열심히하는모습이 보기좋았어요 다음에도 호캉스보내러올게요,5,0,2019.12,롯데 호텔 제주,5,2019.12
64,이진호,호텔에 들어서는 순간부터 프론트 직원의 친절함에 놀라고 분위기에 놀라고 서비스에 놀랬습니다. 연인과 함께 갔는데 분위기와 술에 취해 가족이 되었어요ㅎㅎㅎ 꼭 다시 숙박하고 싶은 호텔이에요 !! 좋은 추억 감사합니다 :),5,0,2019.12,롯데 호텔 제주,5,2019.12
65,abaaba,12월에 롯데호텔 다녀왔는데 너무 좋았습니다 객실뷰도좋고 프런트직원분들도 너무 친절하셔서 감사하게 쉬다왔습니다. 다음번이 더 기대되는 호텔입니다!,5,0,2019.12,롯데 호텔 제주,5,2019.12
66,dongjoo78,관광후 호텔에 저녁에 도착해서 피곤하고 추웠는데 현관에서 무료로 발렛서비스를 해주는것은 정말 좋았다. 호텔 야간 정원모습이 넘 예뻐서 와이프와 함께 거닐었는데 이국적인 느낌이 들어 정말 좋았다. 날이 추워서 야외수영장은 이용하지 않았지만 날이 따뜻해지면 아이들과 함께하면 좋을것 같다,5,0,2019.12,롯데 호텔 제주,5,2019.12
67,이정삼,로비를 지날때마다 항상 직원들이 친절하게 계속인사해주니 가족들이 대접받는 기분이라고 매우 좋아했어요. 그리고 호텔안에 볼링장과 오락실이 있어서 가족들이 다같이 즐길거리도 많고 제대로 호캉스 즐기고왔습니다~,5,1,2019.12,롯데 호텔 제주,5,2019.12
68,kiminyoungg,5성급 호텔 처음 숙박해보는데 넘 좋았어요 룸은 업그레이드 해주시구 감사합니다 친구들이랑 여행간건데 제대로 호캉스했어요! 직원분들 넘 친절하시고 외모도 훈훈하시더라고욘 ^^,5,0,2019.12,롯데 호텔 제주,5,2019.12
69,찰떡마미,"호텔의 첫 이미지가 되는 로비, 프론트에서 부터 직원들이 아주 친절하더라구요. 덕분에 헤메지않고 잘 찾아다닐 수 있었어요. 레이크플라자의 음식들도 깔끔하고 맛있었어요",5,1,2019.12,롯데 호텔 제주,5,2019.12
70,바비보이,"39개월 아들과 함께한 여행중 가장 힘들었지만 가장 행복하고 추억이 많았던 여행입니다. 새벽 비행기 타고 오전에 렌트카 픽업하여 성게미역국 한그릇 하고 정오쯤 체크인 410호 키티룸 얼리체크인 정말 감사드립니다♥^^♥ 고기국수 점심 소개 받고 공룡랜드 다녀와서 플레이토피아에서 맘껏 뛰놀고(평일이라 사람 없어서 전세 내고 놀았네요.ㅋ) 레이크프라자 저녁뷔페. 진심 퀄리티 최고입니다. 서울보다 신선하고 맛있어요. 소화시킬겸 해온 가서 끝날때까지 아들 수영하고 엄마아빠 열탕에 하루 피로 쏵~ 풀고나서 이쁜 키티룸에서 기절했네요. 담날은 레이크프라자 조식. 역시나 만석 ㄷㄷㄷ 오믈렛, 쌀국수, 메론쥬스, 모든 음식 최고였어요. 근처 감귤체험(강추^^) 갔다가 짬뽕맛집 점심먹고 해온가서 하얗게 불태우고 저녁 흑돼지 저녁 마무리후 산책. 맛집 및 즐기거리 벨데스크에서 친절하게 추천해 주고 매일 돌아올때마다 반갑게 맞아주시는 직원분들 너무 친절하네요. 추운 겨울이였지만 정말 다른 세상이였네요. 강추강추합니다",5,1,2019.12,롯데 호텔 제주,5,2019.12
71,방글이,"매년 제주는 1년에 5번 정도 가고 있어요~ 매번 갈때마다 새로운 매력을 느낄수 있는 여행지 중에 한곳 이거든요~ 이번 가족여행은 생각지 못한 롯데직원들의 친절함에 여행의 만족도가 배가 되었습니다! 호텔에 주차를하고 걸어가고 있는데 직원분이 빠른걸음으로 뛰어나오셔서 짐을 받아주셔서 너무 감사했습니다! 기계적이지 않은 응대라는 느낌을 받았거든요^^ 무엇보다 호텔의 꽃은 프론트인데요~ 체크인 하는 과정에서 윤지배인님의 사려깊은 배려심과 친절함에 감동받았습니다~! 아이들이 어려 체크인할때 정신이 없는데, 딸들이 아무말대잔치를 하는데도 대화를 이어가주셔서 감사했어요~^^ 체크인후 방문을 여는 순간 아이들의 환호에 새벽에 이동하며 쌓였던 피로가 싹~하고 사라졌어요~ 그리고 해온 수영장도 잊을수가 없었어요~ 제주도는 바람이 많이 부는데 특히 겨울이라 춥지 않을까.. 걱정이었거든요.. 호텔건물들이 수영장을 감싸고 있어 바람도 막아주고 자쿠지도 있어 춥지 않았어요~아이들과 너무 행복한 시간이었습니다~ 즐거운 추억만들고 다녀갑니다~^^",5,1,2019.12,롯데 호텔 제주,5,2019.12
72,알마니,18개월 아들과 첫 가족여행을 갔어요.. 제주롯데호텔이 아가들 데리고가기좋다고해서 갔었는데 역시나!! 서비스며 모두 넘좋았어요,5,1,2019.12,롯데 호텔 제주,5,2019.09
73,이지혜,"어린 아이들 데리고 가니 온돌방을 이용했습니다. 침대도 1개있고 온돌방이니 아이들이 무척 편하게 잘 이용했네요 ~ 런치뷔페 먹고 깜놀했네요 ~ 다른 곳에서 디너에 볼법한 메뉴(대게랑 양고기 ㅋㅋ 완전 맛있었음요 !)가 런치에 나오고 신선한 회와 초밥에 아주 맛있게먹었어요 ^^ 아이들은 폭포, 분수보고 수영하고 싶다고 난리난리~ ㅋㅋ 온수풀도 넘 좋았네요 ㅋ 로비에서 길을 잃었을때 여기저기 눈에띄게 계시는 직원분들이 많아 여쭤보기 쉬웠고 친절하게 알려주셔서 넘 감사했습니다.^^ 롯데호텔 제주 엄지척!!",5,1,2019.12,롯데 호텔 제주,5,2019.12
74,jejupado,"제주를 찾은 친구들과 함께 했던 여행이었다. 여행에서 숙소 고민을 했는데 예전 시티호텔 투숙이 좋아 이번에 중문에 있는 롯데호텔을 선택했다. 걱정만 투숙이었지만 아주 좋았다.친구들도 신나했다. 자연과 함께 어우러진 호텔이라 아침, 저녁 호텔 뒷편 산책로는 수다떨기 좋아하는 우리에겐 힐링을 주었다. 풍차라운지 내에서도 와인함께 편하게 즐겼던 시간 또한 잊지 못 하겠다. 미소를 지으며 먼저 다가서는 직원들의 친절함 또한 잊지 못 할 것 같네요",5,1,2019.12,롯데 호텔 제주,5,2019.10
75,Bob,역시 한국의 대표여행지는 제주 제주의 대표호텔은 롯데입니다. 오랜만에 갔는데 직원들도 친절하고 야외조경도 제일인 듯.... 야경 이뻐요 제주에서의 좋은 인상 받고갑니다,5,1,2019.12,롯데 호텔 제주,5,2019.12
76,deancom13,"결혼기념일을 맞이하여 묵게된 롯데호텔제주는 시설, 바다뷰가 너무 좋았습니다. 호텔측에서 배려해준 노트북과 와인,케익등으로 더욱 알차고 뜻깊은 시간을 보냈습니다. 와이프도 더할 나위없이 만족해 했습니다. 롯데호텔제주에 머무르면서 많은 도움을 주신 매니저님과 직원분들이 너무 고마웠고,덕분에 정말 기억에 남는 여행이 된것 같습니다^^",5,1,2019.12,롯데 호텔 제주,5,2019.11
77,Yaiba,정말잘쉬다갑니다 카운터직원들도 정말친절하게안내해주시고 뭔가두리번거리니 찾아와주셔서 도와주시려고하시고 또 디너뷔페는 진짜 끝판왕입니다 덕분에즐거운여행하다왓어요!,5,1,2019.11,롯데 호텔 제주,5,2019.10
78,지현 김,조카랑 함께 간 여행이었는데 프론트 직원분들이 너무 친절하게 챙겨주셔서 편히 쉬다가 왔어요~ 아이랑 함께 있다보니 체크인 체크아웃때 정신없을뻔 했는데 세심하게 배려해주셔서 감사했어여 해온은 두말할것없이 너무 좋습니다 아이와 함께 하는 여행은 역시롯데~~,5,1,2019.11,롯데 호텔 제주,5,2019.10
79,SJY,제주도 오랜만에 갔는데 롯데호텔 덕분에 더 즐거운 여행했습니다. 청결도는 물론 안에 부대시설 또한 훌륭했고 런치뷔페마저 좋았습니다. 직원분들도 전부 친절했습니다. 제가 가는 날에 공사때문에 소음이 있을수있다고 안내받았으나 방음이 잘되서 그런지 본관에서 숙박하였으나 공사소음이 전혀 안들렸습니다. 위치도 중문에 있는 맛집과도 거리가 얼마안되어서 이동하기에도 편했습니다. 너무 만족한 숙박입니다,5,1,2019.11,롯데 호텔 제주,5,2019.11
80,kbo1113,오랜만에 부모님과 동생 데리고 제주 여행 다녀왔어요. 4인 가족이 머무르기에 전혀 부족함 없이 넓고 깨끗한 객실 그리고 친절한 직원분들 덕에 편히 쉬다 왔습니다. 오전에 사우나 이용후 한식 조식까지 먹고나니 부모님께서 너무 만족하셨네요. 부모님 취향저격 롯데호텔 또 모시고 가야겠어요,5,2,2019.11,롯데 호텔 제주,5,2019.11
81,PSY7302,롯데제주는 키티룸하고 풀빌라가 특화 객실이라서 유명하더라구요 지난봄에는 가격이 비싸서 키티룸에 묵었고 이번에는 정말 큰마음 먹고 풀빌라에 묵었습니다풀빌라 객실에서 바로 체크인 할수있는게 편하더라구요 수영장이 좀 작다라는 코멘트가 있던데 초등학교 저학년 우리 아이들 2명이 놀기에는 충분했습니다 물론 운동할 생각을 한다면 작긴하지만 저의 남편은 애들 두고 혼자 실내수영장가서 운동잘하더라구요 객실에서 보이는 전망도 이쁘고 객실 체크인해주는 직원하고 룸서비스 이용했을때 응대했던 직원이 특별히 친절하게 대해줘서 편하게 투숙하고 왔습니다 롯데가 해온 야외수영장이 워낙 유명하긴 하지만 조금더 프라이빗하게 지내고 싶다면 풀빌라 정말 강력추천합니다 단점이 있다면 객실가격이 비싸다는거 1년에 두번은 못가요 ㅠㅠ 대신 성수기 시즌 피하면 나름 합리적인 가격으로 패키지 상품이 나옵니다 두번째 단점은 본관건물하고 거리가 떨어져 있어서 동선이 멀긴한데 요것도 저희는 렌트카를 빌려서 불편하지 않았습니다 팁을 드리자면 풀빌라에서 본관건물로 가실때 그냥 차 가지고 현관에 도착해서 남자직원에게 풀빌라 이용하는데 조식먹으러 왔다고하면 현관 가까운 곳에 주차할수있도록 도와주더라구요 정말 편했어요,5,7,2019.11,롯데 호텔 제주,5,2019.11
